"Facility ID","Facility Name","Address","City/Town","State","ZIP Code","County/Parish","Telephone Number","Patients who reported that staff definitely gave care in a professional way and the facility was clean","Patients who reported that staff somewhat gave care in a professional way or the facility was somewhat clean","Patients who reported that staff did not give care in a professional way or the facility was not clean","Facilities and staff linear mean score","Patients who reported that staff definitely communicated about what to expect during and after the procedure","Patients who reported that staff somewhat communicated about what to expect during and after the procedure","Patients who reported that staff did not communicate about what to expect during and after the procedure","Communication about your procedure linear mean score","Patients who gave the facility a rating of 9 or 10 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 7 or 8 on a scale from 0 (lowest) to 10 (highest)","Patients who gave the facility a rating of 0 to 6 on a scale from 0 (lowest) to 10 (highest)","Patients' rating of the facility linear mean score","Patients who reported YES they would DEFINITELY recommend the facility to family or friends","Patients who reported PROBABLY YES they would recommend the facility to family or friends","Patients who reported NO, they would not recommend the facility to family or friends","Patients recommending the facility linear mean score","Footnote","Number of Sampled Patients","Number of Completed Surveys","Survey Response Rate Percent","Start Date","End Date"
44C0001217,CHEROKEE FARM ORTHOPEDIC SURGERY CENTER DBA UNIVERSITY ORTHOPAEDIC SURGERY CENTER,1600 ACCELERATOR WAY SUITE 100,KNOXVILLE,TN,37920,,(865) 963-4120,98,1,1,99,92,7,1,95,95,4,1,97,92,6,2,96,3,695,250,36,01/01/2024,12/31/2024
44C0001218,BOULEVARD ENT SURGERY CENTER LLC,9300 PARK WEST BOULEVARD,KNOXVILLE,TN,37923,,(865) 427-4040,99,0,1,99,93,5,2,95,95,4,1,97,96,3,1,98,3,372,105,28,01/01/2024,12/31/2024
45C0001018,CONROE SURGERY CENTER 2 LLC,"1501 RIVER POINTE DR, #200",CONROE,TX,77304,,(469) 893-6573,98,2,0,99,94,5,1,96,91,7,2,96,91,7,2,96,,972,326,34,01/01/2024,12/31/2024
45C0001035,MEMORIAL HERMANN SURGERY CENTER MAIN STREET,7515 MAIN STREET SUITE 800,HOUSTON,TX,77030,,(713) 799-9990,97,2,1,98,93,5,2,95,82,12,6,91,80,16,4,91,,1166,137,12,01/01/2024,12/31/2024
45C0001039,BAYLOR SURGICARE,3920 WORTH ST.,DALLAS,TX,75246,,(214) 820-2581,97,3,0,98,91,8,1,95,88,11,1,95,86,11,3,94,,888,151,17,01/01/2024,12/31/2024
45C0001077,DOCTORS UNITED SURGERY CENTER,5146 PRESTON,PASADENA,TX,77505,,(346) 203-5536,97,3,0,98,93,6,1,96,89,8,3,95,89,8,3,95,,1397,322,23,01/01/2024,12/31/2024
45C0001091,GARLAND SURGICARE PARTNERS LTD DBA BAYLOR SURGICARE AT GARLAND,530 CLARA BARTON BLVD SUITE 100,GARLAND,TX,75042,,(972) 494-2400,96,3,1,98,91,7,2,95,88,10,2,94,87,11,2,95,,735,145,20,01/01/2024,12/31/2024
45C0001133,BAYLOR SURGICARE AT NORTH DALLAS LLC DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH DALLAS,12230 COIT RD SUITE 200,DALLAS,TX,75251,,(469) 374-6400,96,4,0,98,91,8,1,95,87,11,2,95,84,14,2,94,,1242,195,16,01/01/2024,12/31/2024
45C0001139,GCSA AMBULATORY SURGERY CENTER LLC,8214 WURZBACH RD.,SAN ANTONIO,TX,78229,,(210) 614-1234,96,4,0,98,91,7,2,94,89,8,3,95,86,11,3,94,,1629,313,19,01/01/2024,12/31/2024
45C0001149,MEMORIAL HERMANN SURGERY CENTER WOODLANDS PARKWAY,1441 WOODSTEAD CT SUITE 100,THE WOODLANDS,TX,77380,,(281) 825-4725,97,2,1,98,94,5,1,97,90,8,2,95,88,10,2,95,,1112,245,22,01/01/2024,12/31/2024
45C0001161,SOUTH PLAINS ENDOSCOPY CENTER,3610 24TH ST,LUBBOCK,TX,79410,,(806) 797-1015,97,2,1,98,92,7,1,96,91,8,1,96,92,7,1,97,,1270,338,27,01/01/2024,12/31/2024
45C0001170,ENDOSCOPY CENTER OF SOUTHEAST TEXAS LP,"950 NORTH 14TH ST, SUITE 200",BEAUMONT,TX,77702,,(409) 833-5555,99,1,0,99,94,6,0,97,95,4,1,97,95,4,1,98,3,520,150,29,01/01/2024,12/31/2024
45C0001179,SURGERY CENTER OF NORTHEAST TEXAS LLC,1902 MOORES LANE SUITE B,TEXARKANA,TX,75503,,(903) 792-2108,97,2,1,98,92,6,2,95,86,13,1,95,85,14,1,94,"3,6",270,86,32,01/01/2024,12/31/2024
45C0001181,ABILENE ENDOSCOPY CENTER,1249 AMBLER SUITE 100,ABILENE,TX,79601,,(325) 677-2626,98,2,0,99,92,7,1,96,93,5,2,96,91,8,1,97,3,478,145,30,01/01/2024,12/31/2024
45C0001194,MEMORIAL HERMANN BAY AREA ENDOSCOPY CENTER LLC DBA BAY AREA ENDOSCOPY,444 FM 1959 RD SUITE B,HOUSTON,TX,77034,,(281) 892-2420,96,4,0,98,88,8,4,92,87,12,1,94,89,10,1,96,,1177,185,16,01/01/2024,12/31/2024
45C0001196,BAYLOR SURGICARE AT OAKMONT,7200 OAKMONT BLVD.,FORT WORTH,TX,76132,,(817) 732-3300,97,2,1,98,93,5,2,96,91,7,2,96,88,9,3,95,,1380,297,22,01/01/2024,12/31/2024
45C0001205,DESOTO SURGICARE PARTNERS LTD,7992 WEST VIRGINIA DR.,DALLAS,TX,75237,,(972) 283-2400,98,2,0,99,88,11,1,93,85,13,2,94,86,11,3,94,,529,165,31,01/01/2024,12/31/2024
45C0001221,VICTORIA SURGERY CENTER,105 JAMES COLEMAN DR.,VICTORIA,TX,77904,,(361) 578-0234,96,3,1,97,89,9,2,94,85,10,5,93,82,14,4,92,,1006,232,24,01/01/2024,12/31/2024
45C0001232,VALLEY BAPTIST SURGERY CENTER LLC DBA PLATINUM SURGERY CENTER,2220 PEASE STREET,HARLINGEN,TX,78550,,(956) 389-6000,91,7,2,95,87,10,3,92,82,13,5,91,77,17,6,90,"3,6",428,66,15,01/01/2024,12/31/2024
45C0001239,OLD TOWN ENDOSCOPY DBA DIGESTIVE HEALTH CENTER OF DALLAS,9500 NORTH CENTRAL EXPRESSWAY SUITE 200,DALLAS,TX,75231,,(214) 739-9544,96,4,0,98,90,9,1,94,85,13,2,94,82,14,4,92,3,551,101,18,01/01/2024,12/31/2024
45C0001240,GOLDEN TRIANGLE SURGERY CENTER LLC DBA BAPTIST BEAUMONT SURGICAL AFFILIATES,3560 COLLEGE STREET,BEAUMONT,TX,77701,,(409) 835-7070,96,4,0,98,92,7,1,96,89,8,3,95,87,11,2,95,,1184,344,29,01/01/2024,12/31/2024
45C0001241,MAPLEWOOD AMBULATORY SURGERY CENTER INC,4301 MAPLEWOOD AVE STE C,WICHITA FALLS,TX,76308,,(940) 696-8500,,,,,,,,,,,,,,,,,1,,,,,
45C0001242,ENDOSCOPY CENTER OF EL PASO,1300 MURCHISON SUITE180,EL PASO,TX,79902,,(915) 544-5000,94,6,0,97,92,6,2,95,87,9,4,94,82,12,6,91,3,955,183,19,01/01/2024,12/31/2024
45C0001243,NORTHWEST SURGERY CENTER RED OAK,17322 RED OAK DR,HOUSTON,TX,77090,,(281) 895-9100,96,4,0,98,92,7,1,95,78,18,4,92,75,23,2,91,,964,221,23,01/01/2024,12/31/2024
45C0001245,CORPUS CHRISTI SURGICARE LTD DBA CORPUS CHRISTI OUTPATIENT SURGERY CENTER,3636 SOUTH ALAMEDA ST SUITE A,CORPUS CHRISTI,TX,78411,,(361) 853-2200,98,2,0,99,94,5,1,97,95,4,1,98,94,5,1,98,,1113,274,25,01/01/2024,12/31/2024
45C0001247,PASO DEL NORTE SURGERY CENTER,125 W. CASTELLANO,EL PASO,TX,79912,,(915) 532-8200,96,3,1,98,90,8,2,94,91,6,3,95,84,12,4,92,,772,157,20,01/01/2024,12/31/2024
45C0001250,SHORELINE SURGERY CENTER LLP DBA CHRISTUS SPOHN-SURGICARE OF CORPUS CHRISTI,718 ELIZABETH ST,CORPUS CHRISTI,TX,78404,,(361) 882-3204,96,4,0,98,90,7,3,94,89,8,3,95,82,16,2,93,,835,210,25,01/01/2024,12/31/2024
45C0001255,ENDOSCOPY CENTER AT REDBIRD SQUARE,3107 W. CAMP WISDOM #189,DALLAS,TX,75237,,(214) 331-2922,96,4,0,98,93,5,2,95,90,9,1,95,88,11,1,95,"3,6",485,98,20,01/01/2024,12/31/2024
45C0001257,BAYLOR SCOTT AND WHITE SURGICARE DENTON,350 SOUTH IH 35 EAST,DENTON,TX,76205,,(940) 323-1393,98,2,0,99,93,5,2,96,91,7,2,96,90,9,1,96,,817,229,28,01/01/2024,12/31/2024
45C0001264,TEXAN SURGERY CENTER,7000 NORTH MOPAC EXPRESSWAY SUITE 120,AUSTIN,TX,78731,,(512) 342-0900,97,3,0,98,90,8,2,94,86,12,2,94,82,16,2,93,,872,260,30,01/01/2024,12/31/2024
45C0001265,CENTRAL TEXAS ENDOSCOPY CENTER LLC,2206 E. VILLA MARIA DR.,BRYAN,TX,77802,,(979) 774-4211,97,3,0,99,94,5,1,97,91,7,2,96,91,6,3,95,3,505,150,30,01/01/2024,12/31/2024
45C0001267,NMC SURGERY CENTER LP DBA THE SURGERY CENTER OF NACOGDOCHES,4948 N E STALLINGS DR,NACOGDOCHES,TX,75965,,(936) 568-3595,99,1,0,99,93,5,2,96,95,4,1,97,93,6,1,97,,1055,293,28,01/01/2024,12/31/2024
45C0001272,DAYTIME OUTPATIENT SURGERY CENTER,6311 SOUTHWEST BLVD,FORT WORTH,TX,76132,,(817) 546-6419,99,1,0,99,94,5,1,97,92,5,3,95,94,4,2,97,"3,6",179,51,28,01/01/2024,12/31/2024
45C0001274,VICTORIA AMBULATORY SURGERY CENTER DBA THE SURGERY CENTER,6370 NORTH NAVARRO ST,VICTORIA,TX,77904,,(361) 570-8311,98,2,0,99,94,5,1,97,95,4,1,97,93,7,0,98,,847,212,25,01/01/2024,12/31/2024
45C0001276,FISH POND SURGERY CENTER,601 WEST HWY 6 SUITE 109,WACO,TX,76710,,(254) 751-9836,97,3,0,98,94,5,1,97,89,9,2,95,86,12,2,94,,681,245,36,01/01/2024,12/31/2024
45C0001277,TEXAS ENDOSCOPY PLANO,6405 WEST PARKER #370,PLANO,TX,75093,,(214) 778-2570,98,2,0,99,91,7,2,95,92,7,1,96,93,7,0,97,,949,195,21,01/01/2024,12/31/2024
45C0001291,DIGESTIVE HEALTH CENTER OF BEDFORD,1600 CENTRAL DR,BEDFORD,TX,76022,,(817) 318-0235,95,5,0,97,96,3,1,97,91,9,0,96,90,10,0,96,3,456,117,26,01/01/2024,12/31/2024
45C0001298,NORTH HOUSTON ENDOSCOPY AND SURGERY,275 LANTERN BEND SUITE 400,HOUSTON,TX,77090,,(281) 440-5797,96,4,0,98,90,8,2,94,85,11,4,94,85,13,2,94,,814,142,17,01/01/2024,12/31/2024
45C0001301,BAYLOR SCOTT & WHITE SURGICARE GRAPEVINE,2040 WEST STATE HWY 114,GRAPEVINE,TX,76051,,(817) 410-4300,98,2,0,99,94,5,1,96,91,6,3,96,87,11,2,95,,1065,177,17,01/01/2024,12/31/2024
45C0001302,AMARILLO ENDOSCOPY CENTER,6833 PLUM CREEK DR,AMARILLO,TX,79124,,(806) 467-9820,97,2,1,98,88,10,2,93,88,10,2,95,90,9,1,96,,840,189,23,01/01/2024,12/31/2024
45C0001306,ORTHOPAEDIC SURGERY CENTER OF SAN ANTONIO LP,400 CONCORD PLAZA DR. STE 200,SAN ANTONIO,TX,78216,,(210) 489-7278,97,2,1,98,96,4,0,98,83,17,0,95,96,4,0,99,"3,10",192,48,25,01/01/2024,12/31/2024
45C0001307,TEXAS ORTHOPEDICS SURGERY CENTER,4700 SETON CENTER PARKWAY SUITE 100,AUSTIN,TX,78759,,(512) 608-4647,98,2,0,99,93,7,0,96,89,10,1,96,89,10,1,95,,1416,301,21,01/01/2024,12/31/2024
45C0001315,PARK CITIES SURGERY CENTER LLC DBA PARK CITIES SURGERY CENTER,6901 SNIDER PLAZA SUITE 300,UNIVERSITY PARK,TX,75205,,(214) 706-6901,97,2,1,98,91,6,3,94,91,8,1,97,89,9,2,95,,957,145,15,01/01/2024,12/31/2024
45C0001318,BAYLOR SCOTT AND WHITE SURGICARE CARROLLTON,4780 NORTH JOSEY LANE,CARROLLTON,TX,75010,,(972) 395-2210,98,2,0,99,93,6,1,96,87,9,4,94,90,7,3,96,,969,181,19,01/01/2024,12/31/2024
45C0001327,TEXAS GI ENDOSCOPY CENTER,2704 NORTH GALLOWAY AVE SUITE 102,MESQUITE,TX,75150,,(972) 270-3590,96,4,0,98,94,5,1,97,89,10,1,95,86,13,1,95,3,1249,187,15,01/01/2024,12/31/2024
45C0001333,PARK AMBULATORY SURGERY CENTER LLC,"5055 W. PARK BLVD, STE. 800",PLANO,TX,75093,,(214) 299-7010,97,3,0,98,92,6,2,95,90,8,2,95,85,13,2,94,3,533,103,19,01/01/2024,12/31/2024
45C0001335,ODESSA ENDOSCOPY CENTER LLC,315 EAST 5TH ST,ODESSA,TX,79761,,(432) 335-8300,94,5,1,97,87,10,3,92,84,15,1,94,82,17,1,93,"3,6",667,96,14,01/01/2024,12/31/2024
45C0001337,WACO GASTROENTEROLOGY ENDOSCOPY CENTER,364 RICHLAND WEST CIR SUITE B,WACO,TX,76712,,(254) 537-0306,98,2,0,99,93,6,1,96,92,7,1,96,90,9,1,96,3,496,156,31,01/01/2024,12/31/2024
45C0001338,SAN ANTONIO ENDOSCOPY CENTER,8550 DATAPOINT DR SUITE 100,SAN ANTONIO,TX,78229,,(210) 615-7232,99,1,0,99,93,5,2,95,93,6,1,97,91,7,2,96,,1166,262,22,01/01/2024,12/31/2024
45C0001340,CONROE TX ENDOSCOPY ASC LLC DBA RIVER OAKS ENDOSCOPY CENTER,1501 RIVER POINTE DR SUITE 260,CONROE,TX,77304,,(936) 494-3636,97,3,0,98,92,7,1,95,92,6,2,96,91,5,4,95,3,545,151,28,01/01/2024,12/31/2024
45C0001344,MIDLAND TEXAS SURGICAL CENTER LLC,5609 DEAUVILLE BLVD,MIDLAND,TX,79706,,(432) 699-4224,97,2,1,98,92,7,1,96,93,6,1,96,93,5,2,97,,1044,235,23,01/01/2024,12/31/2024
45C0001345,GAB ENDOSCOPY CENTER LLC,621 CAMDEN STREET SUITE 102,SAN ANTONIO,TX,78215,,(210) 253-3430,98,2,0,99,92,5,3,94,88,11,1,96,83,16,1,94,,600,109,18,01/01/2024,12/31/2024
45C0001351,THEDA OAKS GASTROENTEROLOGY AND ENDOSCOPY CENTER LLC,19226 STONE HUE SUITE 103,SAN ANTONIO,TX,78258,,(210) 268-0100,96,3,1,97,90,8,2,94,89,7,4,94,82,15,3,92,,1282,236,18,01/01/2024,12/31/2024
45C0001355,BAYLOR SCOTT & WHITE SURGICARE PLANO,1701 OHIO DR,PLANO,TX,75093,,(214) 291-3000,97,2,1,98,85,10,5,90,87,9,4,94,83,13,4,93,,1223,212,17,01/01/2024,12/31/2024
45C0001357,BAYLOR SCOTT AND WHITE SURGICARE FORT WORTH,750 12TH AVE,FORT WORTH,TX,76104,,(817) 334-5101,98,2,0,99,92,6,2,95,89,10,1,95,85,13,2,94,,1246,261,21,01/01/2024,12/31/2024
45C0001363,MEMORIAL HERMANN ENDOSCOPY CENTER NORTH LOOP,1900 NORTH LOOP WEST SUITE #550,HOUSTON,TX,77018,,(713) 396-1300,95,4,1,97,89,9,2,93,82,14,4,93,77,18,5,90,,2020,214,11,01/01/2024,12/31/2024
45C0001364,ROCKWALL AMBULATORY SURGERY CENTER LLP,825 WEST YELLOWJACKET LN,ROCKWALL,TX,75087,,(972) 772-6166,97,3,0,99,92,6,2,95,89,8,3,95,87,11,2,95,,995,148,15,01/01/2024,12/31/2024
45C0001369,MEMORIAL HERMANN SURGERY CENTER GREATER HEIGHTS,1631 NORTH LOOP WEST SUITE #300,HOUSTON,TX,77008,,(713) 396-1300,94,5,1,97,93,6,1,96,88,9,3,95,85,12,3,93,,1390,208,15,01/01/2024,12/31/2024
45C0001370,MEMORIAL HERMANN TEXAS INTL ENDOSCOPY CTR DBA TEXAS INTL ENDOSCOPY CTR,6620 MAIN STREET SUITE 1500,HOUSTON,TX,77030,,(713) 520-8432,97,3,0,99,92,7,1,95,90,8,2,96,88,10,2,95,,1220,217,18,01/01/2024,12/31/2024
45C0001374,EL PASO DAY SURGERY LLC,1300 MURCHISON,EL PASO,TX,79902,,(915) 373-4180,96,4,0,98,87,11,2,93,86,10,4,94,81,15,4,92,,961,215,22,01/01/2024,12/31/2024
45C0001384,TUSCAN SURGERY CENTER AT LAS COLINAS,701 TUSCAN DR SUITE 100,IRVING,TX,75039,,(214) 442-1900,97,3,0,98,93,6,1,96,92,8,0,96,91,8,1,97,,1119,210,19,01/01/2024,12/31/2024
45C0001391,TEXAS ENDOSCOPY CENTERS LLC,8080 INDEPENDENCE PARKWAY SUITE 160,PLANO,TX,75025,,(972) 908-3010,98,2,0,99,89,9,2,94,90,9,1,96,85,13,2,94,,899,163,18,01/01/2024,12/31/2024
45C0001393,NORTH GARLAND SURGERY CENTER LLP DBA BAYLOR SCOTT AND WHITE SURGICARE NORTH GARLAND,7150 NORTH GEORGE BUSH HWY SUITE 101,GARLAND,TX,75044,,(214) 703-1800,97,2,1,98,93,6,1,96,91,6,3,95,89,7,4,95,,1261,204,16,01/01/2024,12/31/2024
45C0001396,CENTENNIAL ASC LLC,4401 COIT RD #100,FRISCO,TX,75035,,(469) 893-6573,97,2,1,98,89,9,2,94,86,11,3,94,84,14,2,94,,1416,186,13,01/01/2024,12/31/2024
45C0001406,MEMORIAL HERMANN SURGERY CENTER THE WOODLANDS LLP,9200 PINECROFT DRIVE SUITE 200 MOB III,THE WOODLANDS,TX,77380,,(281) 297-9500,99,1,0,99,92,7,1,96,93,6,1,97,91,9,0,97,,1084,150,14,01/01/2024,12/31/2024
45C0001412,CEDAR PARK SURGERY CENTER LLP DBA HILL COUNTRY SURGERY CENTER,801 EAST WHITESTONE BLVD SUITE 100,CEDAR PARK,TX,78613,,(512) 528-2000,95,4,1,97,92,6,2,95,91,6,3,96,87,11,2,95,,1617,269,17,01/01/2024,12/31/2024
45C0001421,MEMORIAL HERMANN SURGERY CENTER RICHMOND LLC,1517 THOMPSON RD SUITE 100,RICHMOND,TX,77469,,(281) 344-5444,96,3,1,97,91,8,1,95,83,14,3,93,82,15,3,92,,1727,192,11,01/01/2024,12/31/2024
45C0001422,LONE STAR ENDOSCOPY-KELLER,180 BEAR CREEK PARKWAY,KELLER,TX,76248,,(817) 337-3671,98,2,0,99,94,5,1,97,94,6,0,97,93,7,0,98,,1187,247,21,01/01/2024,12/31/2024
45C0001432,AMARILLO SURGERY AND ENDOSCOPY DBA ADC ENDOSCOPY SPECIALISTS,1 CARE CIRCLE,AMARILLO,TX,79124,,(806) 353-1769,97,3,0,98,94,5,1,96,94,6,0,97,94,5,1,97,,1475,404,27,01/01/2024,12/31/2024
45C0001434,MEMORIAL HERMANN SURGERY CENTER BRAZORIA LLC,2760 BRAZOS PARKWAY,ANGLETON,TX,77515,,(979) 848-5910,97,3,0,99,94,6,0,97,88,11,1,95,83,15,2,93,,849,190,22,01/01/2024,12/31/2024
45C0001438,DIGESTIVE HEALTH CENTER OF NORTH RICHLAND HILLS,7640 NORTHEAST LOOP 820 SUITE 96,NORTH RICHLAND HILLS,TX,76180,,(469) 713-5052,99,1,0,100,96,4,0,98,95,5,0,97,90,5,5,94,3,484,119,25,01/01/2024,12/31/2024
45C0001442,MEMORIAL HERMANN SURGERY CENTER KINGSLAND,21720 KINGSLAND BLVD SUITE 101,KATY,TX,77450,,(281) 579-5655,95,4,1,97,91,7,2,94,86,11,3,94,81,17,2,93,,1546,185,12,01/01/2024,12/31/2024
45C0001443,MEMORIAL HERMANN SURGERY CENTER SOUTHWEST,7789 SOUTHWEST FREEWAY SUITE 200,HOUSTON,TX,77074,,(713) 343-3100,95,4,1,97,89,9,2,94,81,15,4,93,75,20,5,89,,1266,172,14,01/01/2024,12/31/2024
45C0001446,MEMORIAL HERMANN SURGERY CENTER TEXAS MEDICAL CENTER,6400 FANNIN ST SUITE 1500,HOUSTON,TX,77030,,(713) 790-7710,95,4,1,97,90,8,2,94,86,11,3,94,85,13,2,94,,1574,219,14,01/01/2024,12/31/2024
45C0001447,MEMORIAL HERMANN SURGERY CENTER KATY,23920 KATY FREEWAY,KATY,TX,77494,,(281) 644-3200,96,4,0,98,90,8,2,94,83,14,3,93,85,11,4,93,,1470,196,13,01/01/2024,12/31/2024
45C0001449,MEMORIAL HERMANN SURGERY CENTER SUGAR LAND LLP,17510 WEST GRAND PARKWAY SOUTH SUITE 200,SUGAR LAND,TX,77479,,(281) 238-1600,98,2,0,99,94,5,1,97,88,11,1,95,90,9,1,96,,1026,156,15,01/01/2024,12/31/2024
45C0001457,WOODLANDS ENDOSCOPY CENTER,111 VISION PARK BLVD. STE. 160,THE WOODLANDS,TX,77384,,(936) 321-8910,99,1,0,100,96,3,1,98,97,2,1,98,96,3,1,98,3,499,196,39,01/01/2024,12/31/2024
45C0001458,NORTHWEST SURGERY CENTER LLP,11111 RESEARCH BLVD SUITE 350,AUSTIN,TX,78759,,(512) 349-4010,97,3,0,98,94,5,1,96,87,11,2,94,83,15,2,93,,1412,275,19,01/01/2024,12/31/2024
45C0001459,TEXAS EYE SURGERY CENTER LLC,"1872 NORWOOD DR, SUITE 100",HURST,TX,76054,,(817) 554-0203,96,4,0,98,91,8,1,95,87,10,3,94,86,12,2,94,3,1217,326,27,01/01/2024,12/31/2024
45C0001465,EL PASO CENTER FOR GASTROINTESTINAL ENDOSCOPY LLC,1620 N. MESA ST,EL PASO,TX,79902,,(915) 545-5300,95,4,1,97,88,10,2,93,86,12,2,94,82,15,3,92,,2068,417,20,01/01/2024,12/31/2024
45C0001471,BAYLOR SURGICARE AT GRANBURY LLC,1717 PALUXY RD.,GRANBURY,TX,76048,,(817) 579-8863,98,2,0,99,94,6,0,97,94,5,1,97,95,5,0,98,,622,211,34,01/01/2024,12/31/2024
45C0001477,GCSA AMBULATORY SURGERY CENTER LLC,855 PROTON RD.,SAN ANTONIO,TX,78258,,(210) 614-1234,95,4,1,97,90,8,2,94,85,12,3,94,81,17,2,93,,1351,283,21,01/01/2024,12/31/2024
45C0001481,HYDE PARK SURGERY CENTER,4611 GUADALUPE ST SUITE 100,AUSTIN,TX,78751,,(512) 420-2303,97,3,0,99,90,9,1,94,90,8,2,95,82,16,2,94,,987,195,20,01/01/2024,12/31/2024
45C0001486,BAYLOR SCOTT & WHITE SURGICARE AT MANSFIELD,280 REGENCY PARKWAY,MANSFIELD,TX,76063,,(469) 387-2313,98,2,0,99,93,5,2,96,92,7,1,96,90,10,0,97,,1123,171,15,01/01/2024,12/31/2024
45C0001509,MEDICAL PARK TOWER SURGERY CENTER,1301 WEST 38TH ST SUITE 109,AUSTIN,TX,78705,,(512) 354-3011,96,4,0,98,92,6,2,95,88,9,3,94,87,11,2,95,,855,203,24,01/01/2024,12/31/2024
45C0001513,MEMORIAL HERMANN MEMORIAL VILLAGE SURGERY CENTER,1120 BUSINESS CENTER DR SUITE 110,HOUSTON,TX,77043,,(713) 337-1111,96,3,1,98,91,7,2,95,86,9,5,93,82,13,5,92,,1492,259,17,01/01/2024,12/31/2024
45C0001522,WILLIAMSON SURGERY CENTER,"301 SETON PKWY, STE 200",ROUND ROCK,TX,78665,,(512) 861-4214,97,3,0,99,95,4,1,97,89,10,1,96,92,8,0,97,,540,138,26,01/01/2024,12/31/2024
45C0001536,MEMORIAL HERMANN SURGERY CENTER KIRBY LLC,2459 SOUTH BRAESWOOD BLVD,HOUSTON,TX,77030,,(713) 529-8600,93,6,1,96,88,10,2,93,83,12,5,92,80,17,3,92,,974,232,24,01/01/2024,12/31/2024
45C0001539,PARK TEN SURGERY CENTER,15775 PARK TEN PL,HOUSTON,TX,77084,,(281) 647-2309,97,2,1,98,94,5,1,96,88,11,1,95,87,12,1,95,,1431,344,24,01/01/2024,12/31/2024
45C0001540,PEARLAND SURGERY CENTER LLC,15015 KIRBY DR SUITE 100,HOUSTON,TX,77047,,(832) 255-7500,96,3,1,98,91,8,1,95,85,12,3,94,89,8,3,95,"3,6",513,61,12,01/01/2024,12/31/2024
45C0001545,UH COLLEGE OF OPTOMETRY SURGERY CENTER DBA UHCO SURGERY CENTER,4811 CALHOUN RD SUITE 100,HOUSTON,TX,77204,,(713) 743-7141,98,2,0,99,93,5,2,95,93,2,5,96,90,4,6,94,"3,6",235,78,33,01/01/2024,12/31/2024
45C0001561,SURGCENTER OF PLANO,6101 WINDHAVEN PARKWAY SUITE 195,PLANO,TX,75093,,(469) 209-7054,97,3,0,98,91,7,2,95,85,12,3,94,84,14,2,94,,785,236,30,01/01/2024,12/31/2024
45C0001563,EYE SURGERY CENTER OF NORTH DALLAS,3100 E. TRINITY MILLS RD,CARROLLTON,TX,75006,,(972) 380-2020,98,1,1,99,95,4,1,97,90,8,2,95,88,10,2,95,"3,6",202,61,30,01/01/2024,12/31/2024
45C0001567,GASTROENTEROLOGY CONSULTANTS OF SAN ANTONIO STONE CREEK,12850 TOEPPERWEIN RD,LIVE OAK,TX,78233,,(210) 614-1234,95,4,1,97,92,7,1,95,89,9,2,95,87,10,3,94,,1531,340,22,01/01/2024,12/31/2024
45C0001570,LONE STAR ENDOSCOPY CENTER LLC,1001 SURREY LANE,FLOWER MOUND,TX,75022,,(214) 513-6300,99,1,0,99,93,5,2,96,94,6,0,98,92,8,0,97,,1329,302,23,01/01/2024,12/31/2024
45C0001579,TEXAS PRECISION SURGERY CENTER LLC,5721 ESPLANADE DR STE B,CORPUS CHRISTI,TX,78414,,(361) 334-1300,94,6,0,97,92,6,2,95,84,13,3,94,72,19,9,86,"3,10",299,47,16,01/01/2024,12/31/2024
45C0001582,BEAR CREEK SURGERY CENTER LLC,100 BOURLAND RD SUITE 110,KELLER,TX,76248,,(817) 518-9130,98,1,1,99,96,3,1,98,94,5,1,97,89,10,1,96,,859,218,25,01/01/2024,12/31/2024
45C0001592,PARAGON LASER AND EYE SURGERY CENTER,902 WEST RANDOL MILL RD SUITE  230,ARLINGTON,TX,76012,,(817) 462-8240,98,1,1,99,95,4,1,97,95,4,1,96,93,7,0,98,"3,10",131,35,27,01/01/2024,12/31/2024
45C0001597,NORTH PINES SURGERY CENTER LLC,4019 I 45 N SUITE 150,CONROE,TX,77304,,(936) 641-8181,99,1,0,100,96,2,2,97,95,4,1,97,92,8,0,97,,750,162,22,01/01/2024,12/31/2024
45C0001607,MEMORIAL HERMANN SURGERY CENTER PINECROFT,9305 PINECROFT DR SUITE 200,SPRING,TX,77380,,(832) 823-5156,98,2,0,99,95,4,1,97,93,6,1,96,89,9,2,95,,1502,280,19,01/01/2024,12/31/2024
45C0001615,SARATOGA SURGICAL CENTER LLC,6214 SARATOGA BLVD BUILDING 6,CORPUS CHRISTI,TX,78414,,(361) 452-5460,100,0,0,100,94,3,3,96,90,10,0,98,98,2,0,100,"3,10",158,27,17,01/01/2024,12/31/2024
45C0001616,BLUEBONNET SURGERY PAVILION LLC,1324 BROWN STREET SUITE 600,WAXAHACHIE,TX,75165,,(972) 937-4000,,,,,,,,,,,,,,,,,1,,,,,
45C0001621,AMBULATORY SURGERY CENTER AT LBJ,5550 KELLEY ST,HOUSTON,TX,77026,,(713) 556-9129,95,4,1,97,91,6,3,94,89,8,3,95,85,11,4,93,,2316,158,7,01/01/2024,12/31/2024
45C0001624,HUEBNER AMBULATORY SURGERY CENTER LLC,9618 HUEBNER RD SUITE 111,SAN ANTONIO,TX,78240,,(210) 943-0999,98,2,0,99,85,12,3,91,80,17,3,94,79,21,0,93,"3,10",129,27,21,01/01/2024,12/31/2024
